,Date,Country/Region,Province/State,Confirmed,Recovered,Deaths
28969,2020-11-16,Canada,Nova Scotia,1146,,65
28970,2020-11-17,Canada,Nova Scotia,1151,,65
28971,2020-11-18,Canada,Nova Scotia,1154,,65
28972,2020-11-19,Canada,Nova Scotia,1155,,65
28973,2020-11-20,Canada,Nova Scotia,1160,,65
28974,2020-11-21,Canada,Nova Scotia,1168,,65
28975,2020-11-22,Canada,Nova Scotia,1179,,65
28976,2020-11-23,Canada,Nova Scotia,1190,,65
28977,2020-11-24,Canada,Nova Scotia,1227,,65
28978,2020-11-25,Canada,Nova Scotia,1243,,65
28979,2020-11-26,Canada,Nova Scotia,1257,,65
28980,2020-11-27,Canada,Nova Scotia,1257,,65
28981,2020-11-28,Canada,Nova Scotia,1257,,65
28982,2020-11-29,Canada,Nova Scotia,1257,,65
28983,2020-11-30,Canada,Nova Scotia,1305,,65
28984,2020-12-01,Canada,Nova Scotia,1315,,65
28985,2020-12-02,Canada,Nova Scotia,1332,,65
28986,2020-12-03,Canada,Nova Scotia,1343,,65
28987,2020-12-04,Canada,Nova Scotia,1358,,65
28988,2020-12-05,Canada,Nova Scotia,1364,,65
28989,2020-12-06,Canada,Nova Scotia,1368,,65
28990,2020-12-07,Canada,Nova Scotia,1376,,65
28991,2020-12-08,Canada,Nova Scotia,1383,,65
28992,2020-12-09,Canada,Nova Scotia,1389,,65
28993,2020-12-10,Canada,Nova Scotia,1393,,65
28994,2020-12-11,Canada,Nova Scotia,1402,,65
28995,2020-12-12,Canada,Nova Scotia,1409,,65
28996,2020-12-13,Canada,Nova Scotia,1415,,65
28997,2020-12-14,Canada,Nova Scotia,1420,,65
28998,2020-12-15,Canada,Nova Scotia,1426,,65
28999,2020-12-16,Canada,Nova Scotia,1430,,65
29000,2020-12-17,Canada,Nova Scotia,1436,,65
29001,2020-12-18,Canada,Nova Scotia,1443,,65
29002,2020-12-19,Canada,Nova Scotia,1445,,65
29003,2020-12-20,Canada,Nova Scotia,1445,,65
29004,2020-12-21,Canada,Nova Scotia,1447,,65
29005,2020-12-22,Canada,Nova Scotia,1454,,65
29006,2020-12-23,Canada,Nova Scotia,1458,,65
29007,2020-12-24,Canada,Nova Scotia,1465,,65
29008,2020-12-25,Canada,Nova Scotia,1465,,65
29009,2020-12-26,Canada,Nova Scotia,1465,,65
29010,2020-12-27,Canada,Nova Scotia,1465,,65
29011,2020-12-28,Canada,Nova Scotia,1478,,65
29012,2020-12-29,Canada,Nova Scotia,1480,,65
29013,2020-12-30,Canada,Nova Scotia,1483,,65
29014,2020-12-31,Canada,Nova Scotia,1486,,65
29015,2021-01-01,Canada,Nova Scotia,1486,,65
29016,2021-01-02,Canada,Nova Scotia,1499,,65
29017,2021-01-03,Canada,Nova Scotia,1499,,65
29018,2021-01-04,Canada,Nova Scotia,1505,,65
29019,2021-01-05,Canada,Nova Scotia,1508,,65
29020,2021-01-06,Canada,Nova Scotia,1520,,65
29021,2021-01-07,Canada,Nova Scotia,1524,,65
29022,2021-01-08,Canada,Nova Scotia,1526,,65
29023,2021-01-09,Canada,Nova Scotia,1529,,65
29024,2021-01-10,Canada,Nova Scotia,1528,,65
29025,2021-01-11,Canada,Nova Scotia,1533,,65
29026,2021-01-12,Canada,Nova Scotia,1534,,65
29027,2021-01-13,Canada,Nova Scotia,1542,,65
29028,2021-01-14,Canada,Nova Scotia,1548,,65
29029,2021-01-15,Canada,Nova Scotia,1550,,65
29030,2021-01-16,Canada,Nova Scotia,1554,,65
29031,2021-01-17,Canada,Nova Scotia,1558,,65
29032,2021-01-18,Canada,Nova Scotia,1557,,65
29033,2021-01-19,Canada,Nova Scotia,1561,,65
29034,2021-01-20,Canada,Nova Scotia,1564,,65
29035,2021-01-21,Canada,Nova Scotia,1565,,65
29036,2021-01-22,Canada,Nova Scotia,1570,,65
29037,2021-01-23,Canada,Nova Scotia,1570,,65
29038,2021-01-24,Canada,Nova Scotia,1571,,65
29039,2021-01-25,Canada,Nova Scotia,1571,,65
29040,2021-01-26,Canada,Nova Scotia,1572,,65
29041,2021-01-27,Canada,Nova Scotia,1576,,65
29042,2021-01-28,Canada,Nova Scotia,1576,,65
29043,2021-01-29,Canada,Nova Scotia,1577,,65
29044,2021-01-30,Canada,Nova Scotia,1580,,65
29045,2021-01-31,Canada,Nova Scotia,1580,,65
29046,2021-02-01,Canada,Nova Scotia,1581,,65
29047,2021-02-02,Canada,Nova Scotia,1582,,65
29048,2021-02-03,Canada,Nova Scotia,1583,,65
29049,2021-02-04,Canada,Nova Scotia,1584,,65
29050,2021-02-05,Canada,Nova Scotia,1584,,65
29051,2021-02-06,Canada,Nova Scotia,1584,,65
29052,2021-02-07,Canada,Nova Scotia,1585,,65
29053,2021-02-08,Canada,Nova Scotia,1586,,65
29054,2021-02-09,Canada,Nova Scotia,1587,,65
29055,2021-02-10,Canada,Nova Scotia,1588,,65
29056,2021-02-11,Canada,Nova Scotia,1590,,65
29057,2021-02-12,Canada,Nova Scotia,1590,,65
29058,2021-02-13,Canada,Nova Scotia,1592,,65
29059,2021-02-14,Canada,Nova Scotia,1593,,65
29060,2021-02-15,Canada,Nova Scotia,1594,,65
29061,2021-02-16,Canada,Nova Scotia,1597,,65
29062,2021-02-17,Canada,Nova Scotia,1600,,65
29063,2021-02-18,Canada,Nova Scotia,1602,,65
29064,2021-02-19,Canada,Nova Scotia,1604,,65
29065,2021-02-20,Canada,Nova Scotia,1608,,65
29066,2021-02-21,Canada,Nova Scotia,1609,,65
29067,2021-02-22,Canada,Nova Scotia,1610,,65
29068,2021-02-23,Canada,Nova Scotia,1613,,65
29069,2021-02-24,Canada,Nova Scotia,1616,,65
29070,2021-02-25,Canada,Nova Scotia,1624,,65
29071,2021-02-26,Canada,Nova Scotia,1634,,65
29072,2021-02-27,Canada,Nova Scotia,1638,,65
29073,2021-02-28,Canada,Nova Scotia,1641,,65
29074,2021-03-01,Canada,Nova Scotia,1642,,65
29075,2021-03-02,Canada,Nova Scotia,1643,,65
29076,2021-03-03,Canada,Nova Scotia,1646,,65
29077,2021-03-04,Canada,Nova Scotia,1649,,65
29078,2021-03-05,Canada,Nova Scotia,1651,,65
29079,2021-03-06,Canada,Nova Scotia,1657,,65
29080,2021-03-07,Canada,Nova Scotia,1659,,65
29081,2021-03-08,Canada,Nova Scotia,1659,,65
29082,2021-03-09,Canada,Nova Scotia,1664,,65
29083,2021-03-10,Canada,Nova Scotia,1665,,65
29084,2021-03-11,Canada,Nova Scotia,1665,,65
29085,2021-03-12,Canada,Nova Scotia,1666,,65
29086,2021-03-13,Canada,Nova Scotia,1670,,65
29087,2021-03-14,Canada,Nova Scotia,1670,,65
29088,2021-03-15,Canada,Nova Scotia,1670,,65
29089,2021-03-16,Canada,Nova Scotia,1672,,65
29090,2021-03-17,Canada,Nova Scotia,1674,,65
29091,2021-03-18,Canada,Nova Scotia,1677,,66
29092,2021-03-19,Canada,Nova Scotia,1680,,66
29093,2021-03-20,Canada,Nova Scotia,1682,,66
29094,2021-03-21,Canada,Nova Scotia,1688,,66
29095,2021-03-22,Canada,Nova Scotia,1690,,66
29096,2021-03-23,Canada,Nova Scotia,1691,,66
29097,2021-03-24,Canada,Nova Scotia,1696,,66
29098,2021-03-25,Canada,Nova Scotia,1699,,66
29099,2021-03-26,Canada,Nova Scotia,1704,,66
29100,2021-03-27,Canada,Nova Scotia,1709,,66
29101,2021-03-28,Canada,Nova Scotia,1711,,66
29102,2021-03-29,Canada,Nova Scotia,1711,,66
29103,2021-03-30,Canada,Nova Scotia,1714,,66
29104,2021-03-31,Canada,Nova Scotia,1716,,66
29105,2021-04-01,Canada,Nova Scotia,1719,,66
29106,2021-04-02,Canada,Nova Scotia,1728,,66
29107,2021-04-03,Canada,Nova Scotia,1732,,66
29108,2021-04-04,Canada,Nova Scotia,1739,,66
29109,2021-04-05,Canada,Nova Scotia,1742,,66
29110,2021-04-06,Canada,Nova Scotia,1747,,66
29111,2021-04-07,Canada,Nova Scotia,1749,,66
29112,2021-04-08,Canada,Nova Scotia,1754,,66
29113,2021-04-09,Canada,Nova Scotia,1756,,66
29114,2021-04-10,Canada,Nova Scotia,1764,,66
29115,2021-04-11,Canada,Nova Scotia,1768,,66
29116,2021-04-12,Canada,Nova Scotia,1775,,66
29117,2021-04-13,Canada,Nova Scotia,1781,,66
29118,2021-04-14,Canada,Nova Scotia,1783,,66
29119,2021-04-15,Canada,Nova Scotia,1786,,66
29120,2021-04-16,Canada,Nova Scotia,1792,,67
29121,2021-04-17,Canada,Nova Scotia,1800,,67
29122,2021-04-18,Canada,Nova Scotia,1807,,67
29123,2021-04-19,Canada,Nova Scotia,1822,,67
29124,2021-04-20,Canada,Nova Scotia,1831,,67
29125,2021-04-21,Canada,Nova Scotia,1856,,67
29126,2021-04-22,Canada,Nova Scotia,1894,,67
29127,2021-04-23,Canada,Nova Scotia,1938,,67
29128,2021-04-24,Canada,Nova Scotia,1990,,67
29129,2021-04-25,Canada,Nova Scotia,2053,,67
29130,2021-04-26,Canada,Nova Scotia,2119,,67
29131,2021-04-27,Canada,Nova Scotia,2215,,67
29132,2021-04-28,Canada,Nova Scotia,2290,,67
29133,2021-04-29,Canada,Nova Scotia,2360,,67
29134,2021-04-30,Canada,Nova Scotia,2427,,67
29135,2021-05-01,Canada,Nova Scotia,2575,,67
29136,2021-05-02,Canada,Nova Scotia,2708,,67
29137,2021-05-03,Canada,Nova Scotia,2854,,67
29138,2021-05-04,Canada,Nova Scotia,3007,,69
29139,2021-05-05,Canada,Nova Scotia,3182,,69
29140,2021-05-06,Canada,Nova Scotia,3364,,69
29141,2021-05-07,Canada,Nova Scotia,3591,,70
29142,2021-05-08,Canada,Nova Scotia,3754,,71
29143,2021-05-09,Canada,Nova Scotia,3919,,71
29144,2021-05-10,Canada,Nova Scotia,4038,,71
29145,2021-05-11,Canada,Nova Scotia,4152,,71
29146,2021-05-12,Canada,Nova Scotia,4301,,71
29147,2021-05-13,Canada,Nova Scotia,4407,,71
29148,2021-05-14,Canada,Nova Scotia,4524,,72
29149,2021-05-15,Canada,Nova Scotia,4610,,72
29150,2021-05-16,Canada,Nova Scotia,4736,,72
29151,2021-05-17,Canada,Nova Scotia,4827,,72
29152,2021-05-18,Canada,Nova Scotia,4917,,72
29153,2021-05-19,Canada,Nova Scotia,5000,,74
29154,2021-05-20,Canada,Nova Scotia,5065,,74
29155,2021-05-21,Canada,Nova Scotia,5149,,76
29156,2021-05-22,Canada,Nova Scotia,5213,,77
29157,2021-05-23,Canada,Nova Scotia,5286,,79
29158,2021-05-24,Canada,Nova Scotia,5335,,79
29159,2021-05-25,Canada,Nova Scotia,5389,,79
29160,2021-05-26,Canada,Nova Scotia,5424,,79
29161,2021-05-27,Canada,Nova Scotia,5457,,79
29162,2021-05-28,Canada,Nova Scotia,5497,,80
29163,2021-05-29,Canada,Nova Scotia,5530,,84
29164,2021-05-30,Canada,Nova Scotia,5550,,85
29165,2021-05-31,Canada,Nova Scotia,5567,,85
29166,2021-06-01,Canada,Nova Scotia,5579,,85
29167,2021-06-02,Canada,Nova Scotia,5595,,87
29168,2021-06-03,Canada,Nova Scotia,5618,,88
29169,2021-06-04,Canada,Nova Scotia,5633,,88
29170,2021-06-05,Canada,Nova Scotia,5651,,88
29171,2021-06-06,Canada,Nova Scotia,5663,,88
29172,2021-06-07,Canada,Nova Scotia,5680,,88
29173,2021-06-08,Canada,Nova Scotia,5694,,88
29174,2021-06-09,Canada,Nova Scotia,5707,,88
29175,2021-06-10,Canada,Nova Scotia,5721,,88
29176,2021-06-11,Canada,Nova Scotia,5729,,89
29177,2021-06-12,Canada,Nova Scotia,5736,,89
29178,2021-06-13,Canada,Nova Scotia,5742,,89
29179,2021-06-14,Canada,Nova Scotia,5749,,90
29180,2021-06-15,Canada,Nova Scotia,5751,,90
29181,2021-06-16,Canada,Nova Scotia,5759,,90
29182,2021-06-17,Canada,Nova Scotia,5773,,90
29183,2021-06-18,Canada,Nova Scotia,5784,,90
29184,2021-06-19,Canada,Nova Scotia,5789,,90
29185,2021-06-20,Canada,Nova Scotia,5791,,90
29186,2021-06-21,Canada,Nova Scotia,5791,,90
29187,2021-06-22,Canada,Nova Scotia,5793,,92
29188,2021-06-23,Canada,Nova Scotia,5793,,92
29189,2021-06-24,Canada,Nova Scotia,5798,,92
29190,2021-06-25,Canada,Nova Scotia,5814,,92
29191,2021-06-26,Canada,Nova Scotia,5825,,92
29192,2021-06-27,Canada,Nova Scotia,5828,,92
29193,2021-06-28,Canada,Nova Scotia,5831,,92
29194,2021-06-29,Canada,Nova Scotia,5832,,92
29195,2021-06-30,Canada,Nova Scotia,5836,,92
29196,2021-07-01,Canada,Nova Scotia,5840,,92
29197,2021-07-02,Canada,Nova Scotia,5842,,92
29198,2021-07-03,Canada,Nova Scotia,5850,,92
29199,2021-07-04,Canada,Nova Scotia,5853,,92
29200,2021-07-05,Canada,Nova Scotia,5854,,92
29201,2021-07-06,Canada,Nova Scotia,5861,,92
29202,2021-07-07,Canada,Nova Scotia,5862,,92
29203,2021-07-08,Canada,Nova Scotia,5864,,92
29204,2021-07-09,Canada,Nova Scotia,5865,,92
29205,2021-07-10,Canada,Nova Scotia,5866,,92
29206,2021-07-11,Canada,Nova Scotia,5870,,92
29207,2021-07-12,Canada,Nova Scotia,5871,,92
29208,2021-07-13,Canada,Nova Scotia,5870,,92
29209,2021-07-14,Canada,Nova Scotia,5870,,92
29210,2021-07-15,Canada,Nova Scotia,5870,,92
29211,2021-07-16,Canada,Nova Scotia,5870,,92
29212,2021-07-17,Canada,Nova Scotia,5870,,92
29213,2021-07-18,Canada,Nova Scotia,5873,,92
29214,2021-07-19,Canada,Nova Scotia,5873,,92
29215,2021-07-20,Canada,Nova Scotia,5873,,92
29216,2021-07-21,Canada,Nova Scotia,5880,,92
29217,2021-07-22,Canada,Nova Scotia,5880,,93
29218,2021-07-23,Canada,Nova Scotia,5882,,93
29219,2021-07-24,Canada,Nova Scotia,5882,,93
29220,2021-07-25,Canada,Nova Scotia,5882,,93
29221,2021-07-26,Canada,Nova Scotia,5883,,93
29222,2021-07-27,Canada,Nova Scotia,5885,,93
29223,2021-07-28,Canada,Nova Scotia,5885,,93
29224,2021-07-29,Canada,Nova Scotia,5886,,93
29225,2021-07-30,Canada,Nova Scotia,5887,,93
29226,2021-07-31,Canada,Nova Scotia,5887,,93
29227,2021-08-01,Canada,Nova Scotia,5887,,93
29228,2021-08-02,Canada,Nova Scotia,5887,,93
29229,2021-08-03,Canada,Nova Scotia,5893,,93
29230,2021-08-04,Canada,Nova Scotia,5895,,93
29231,2021-08-05,Canada,Nova Scotia,5899,,93
29232,2021-08-06,Canada,Nova Scotia,5900,,93
29233,2021-08-07,Canada,Nova Scotia,5900,,93
29234,2021-08-08,Canada,Nova Scotia,5900,,93
29235,2021-08-09,Canada,Nova Scotia,5907,,93
29236,2021-08-10,Canada,Nova Scotia,5908,,93
29237,2021-08-11,Canada,Nova Scotia,5911,,93
29238,2021-08-12,Canada,Nova Scotia,5918,,93
29239,2021-08-13,Canada,Nova Scotia,5920,,93
29240,2021-08-14,Canada,Nova Scotia,5920,,93
29241,2021-08-15,Canada,Nova Scotia,5920,,93
29242,2021-08-16,Canada,Nova Scotia,5928,,93
29243,2021-08-17,Canada,Nova Scotia,5929,,93
29244,2021-08-18,Canada,Nova Scotia,5938,,93
29245,2021-08-19,Canada,Nova Scotia,5946,,93
29246,2021-08-20,Canada,Nova Scotia,5956,,93
29247,2021-08-21,Canada,Nova Scotia,5956,,93
29248,2021-08-22,Canada,Nova Scotia,5956,,93
29249,2021-08-23,Canada,Nova Scotia,5956,,93
29250,2021-08-24,Canada,Nova Scotia,5982,,93
29251,2021-08-25,Canada,Nova Scotia,5989,,94
29252,2021-08-26,Canada,Nova Scotia,5990,,94
29253,2021-08-27,Canada,Nova Scotia,5999,,94
29254,2021-08-28,Canada,Nova Scotia,5999,,94
29255,2021-08-29,Canada,Nova Scotia,5999,,94
29256,2021-08-30,Canada,Nova Scotia,6030,,94
29257,2021-08-31,Canada,Nova Scotia,6031,,94
29258,2021-09-01,Canada,Nova Scotia,6038,,94
29259,2021-09-02,Canada,Nova Scotia,6042,,94
29260,2021-09-03,Canada,Nova Scotia,6047,,94
29261,2021-09-04,Canada,Nova Scotia,6047,,94
29262,2021-09-05,Canada,Nova Scotia,6047,,94
29263,2021-09-06,Canada,Nova Scotia,6047,,94
29264,2021-09-07,Canada,Nova Scotia,6076,,94
29265,2021-09-08,Canada,Nova Scotia,6090,,94
29266,2021-09-09,Canada,Nova Scotia,6107,,94
29267,2021-09-10,Canada,Nova Scotia,6117,,94
29268,2021-09-11,Canada,Nova Scotia,6117,,94
29269,2021-09-12,Canada,Nova Scotia,6117,,94
29270,2021-09-13,Canada,Nova Scotia,6188,,94
29271,2021-09-14,Canada,Nova Scotia,6254,,94
29272,2021-09-15,Canada,Nova Scotia,6260,,94
29273,2021-09-16,Canada,Nova Scotia,6294,,94
29274,2021-09-17,Canada,Nova Scotia,6312,,94
29275,2021-09-18,Canada,Nova Scotia,6312,,94
29276,2021-09-19,Canada,Nova Scotia,6312,,94
29277,2021-09-20,Canada,Nova Scotia,6367,,94
29278,2021-09-21,Canada,Nova Scotia,6392,,94
29279,2021-09-22,Canada,Nova Scotia,6411,,94
29280,2020-01-22,Canada,Nunavut,0,,0
29281,2020-01-23,Canada,Nunavut,0,,0
29282,2020-01-24,Canada,Nunavut,0,,0
29283,2020-01-25,Canada,Nunavut,0,,0
29284,2020-01-26,Canada,Nunavut,0,,0
29285,2020-01-27,Canada,Nunavut,0,,0
29286,2020-01-28,Canada,Nunavut,0,,0
29287,2020-01-29,Canada,Nunavut,0,,0
29288,2020-01-30,Canada,Nunavut,0,,0
29289,2020-01-31,Canada,Nunavut,0,,0
29290,2020-02-01,Canada,Nunavut,0,,0
29291,2020-02-02,Canada,Nunavut,0,,0
29292,2020-02-03,Canada,Nunavut,0,,0
29293,2020-02-04,Canada,Nunavut,0,,0
29294,2020-02-05,Canada,Nunavut,0,,0
29295,2020-02-06,Canada,Nunavut,0,,0
29296,2020-02-07,Canada,Nunavut,0,,0
29297,2020-02-08,Canada,Nunavut,0,,0
29298,2020-02-09,Canada,Nunavut,0,,0
29299,2020-02-10,Canada,Nunavut,0,,0
29300,2020-02-11,Canada,Nunavut,0,,0
29301,2020-02-12,Canada,Nunavut,0,,0
29302,2020-02-13,Canada,Nunavut,0,,0
29303,2020-02-14,Canada,Nunavut,0,,0
29304,2020-02-15,Canada,Nunavut,0,,0
29305,2020-02-16,Canada,Nunavut,0,,0
29306,2020-02-17,Canada,Nunavut,0,,0
29307,2020-02-18,Canada,Nunavut,0,,0
29308,2020-02-19,Canada,Nunavut,0,,0
29309,2020-02-20,Canada,Nunavut,0,,0
29310,2020-02-21,Canada,Nunavut,0,,0
29311,2020-02-22,Canada,Nunavut,0,,0
29312,2020-02-23,Canada,Nunavut,0,,0
29313,2020-02-24,Canada,Nunavut,0,,0
29314,2020-02-25,Canada,Nunavut,0,,0
29315,2020-02-26,Canada,Nunavut,0,,0
29316,2020-02-27,Canada,Nunavut,0,,0
29317,2020-02-28,Canada,Nunavut,0,,0
29318,2020-02-29,Canada,Nunavut,0,,0
29319,2020-03-01,Canada,Nunavut,0,,0
29320,2020-03-02,Canada,Nunavut,0,,0
29321,2020-03-03,Canada,Nunavut,0,,0
29322,2020-03-04,Canada,Nunavut,0,,0
29323,2020-03-05,Canada,Nunavut,0,,0
29324,2020-03-06,Canada,Nunavut,0,,0
29325,2020-03-07,Canada,Nunavut,0,,0
29326,2020-03-08,Canada,Nunavut,0,,0
29327,2020-03-09,Canada,Nunavut,0,,0
29328,2020-03-10,Canada,Nunavut,0,,0
29329,2020-03-11,Canada,Nunavut,0,,0
29330,2020-03-12,Canada,Nunavut,0,,0
29331,2020-03-13,Canada,Nunavut,0,,0
29332,2020-03-14,Canada,Nunavut,0,,0
29333,2020-03-15,Canada,Nunavut,0,,0
29334,2020-03-16,Canada,Nunavut,0,,0
29335,2020-03-17,Canada,Nunavut,0,,0
29336,2020-03-18,Canada,Nunavut,0,,0
29337,2020-03-19,Canada,Nunavut,0,,0
29338,2020-03-20,Canada,Nunavut,0,,0
29339,2020-03-21,Canada,Nunavut,0,,0
29340,2020-03-22,Canada,Nunavut,0,,0
29341,2020-03-23,Canada,Nunavut,0,,0
29342,2020-03-24,Canada,Nunavut,0,,0
29343,2020-03-25,Canada,Nunavut,0,,0
29344,2020-03-26,Canada,Nunavut,0,,0
29345,2020-03-27,Canada,Nunavut,0,,0
29346,2020-03-28,Canada,Nunavut,0,,0
29347,2020-03-29,Canada,Nunavut,0,,0
29348,2020-03-30,Canada,Nunavut,0,,0
29349,2020-03-31,Canada,Nunavut,0,,0
29350,2020-04-01,Canada,Nunavut,0,,0
29351,2020-04-02,Canada,Nunavut,0,,0
29352,2020-04-03,Canada,Nunavut,0,,0
29353,2020-04-04,Canada,Nunavut,0,,0
29354,2020-04-05,Canada,Nunavut,0,,0
29355,2020-04-06,Canada,Nunavut,0,,0
29356,2020-04-07,Canada,Nunavut,0,,0
29357,2020-04-08,Canada,Nunavut,0,,0
29358,2020-04-09,Canada,Nunavut,0,,0
29359,2020-04-10,Canada,Nunavut,0,,0
29360,2020-04-11,Canada,Nunavut,0,,0
29361,2020-04-12,Canada,Nunavut,0,,0
29362,2020-04-13,Canada,Nunavut,0,,0
29363,2020-04-14,Canada,Nunavut,0,,0
29364,2020-04-15,Canada,Nunavut,0,,0
29365,2020-04-16,Canada,Nunavut,0,,0
29366,2020-04-17,Canada,Nunavut,0,,0
29367,2020-04-18,Canada,Nunavut,0,,0
29368,2020-04-19,Canada,Nunavut,0,,0
29369,2020-04-20,Canada,Nunavut,0,,0
29370,2020-04-21,Canada,Nunavut,0,,0
29371,2020-04-22,Canada,Nunavut,0,,0
29372,2020-04-23,Canada,Nunavut,0,,0
29373,2020-04-24,Canada,Nunavut,0,,0
29374,2020-04-25,Canada,Nunavut,0,,0
29375,2020-04-26,Canada,Nunavut,0,,0
29376,2020-04-27,Canada,Nunavut,0,,0
29377,2020-04-28,Canada,Nunavut,0,,0
29378,2020-04-29,Canada,Nunavut,0,,0
29379,2020-04-30,Canada,Nunavut,0,,0
29380,2020-05-01,Canada,Nunavut,0,,0
29381,2020-05-02,Canada,Nunavut,0,,0
29382,2020-05-03,Canada,Nunavut,0,,0
29383,2020-05-04,Canada,Nunavut,0,,0
29384,2020-05-05,Canada,Nunavut,0,,0
29385,2020-05-06,Canada,Nunavut,0,,0
29386,2020-05-07,Canada,Nunavut,0,,0
29387,2020-05-08,Canada,Nunavut,0,,0
29388,2020-05-09,Canada,Nunavut,0,,0
29389,2020-05-10,Canada,Nunavut,0,,0
29390,2020-05-11,Canada,Nunavut,0,,0
29391,2020-05-12,Canada,Nunavut,0,,0
29392,2020-05-13,Canada,Nunavut,0,,0
29393,2020-05-14,Canada,Nunavut,0,,0
29394,2020-05-15,Canada,Nunavut,0,,0
29395,2020-05-16,Canada,Nunavut,0,,0
29396,2020-05-17,Canada,Nunavut,0,,0
29397,2020-05-18,Canada,Nunavut,0,,0
29398,2020-05-19,Canada,Nunavut,0,,0
29399,2020-05-20,Canada,Nunavut,0,,0
29400,2020-05-21,Canada,Nunavut,0,,0
29401,2020-05-22,Canada,Nunavut,0,,0
29402,2020-05-23,Canada,Nunavut,0,,0
29403,2020-05-24,Canada,Nunavut,0,,0
29404,2020-05-25,Canada,Nunavut,0,,0
29405,2020-05-26,Canada,Nunavut,0,,0
29406,2020-05-27,Canada,Nunavut,0,,0
29407,2020-05-28,Canada,Nunavut,0,,0
29408,2020-05-29,Canada,Nunavut,0,,0
29409,2020-05-30,Canada,Nunavut,0,,0
29410,2020-05-31,Canada,Nunavut,0,,0
29411,2020-06-01,Canada,Nunavut,0,,0
29412,2020-06-02,Canada,Nunavut,0,,0
29413,2020-06-03,Canada,Nunavut,0,,0
29414,2020-06-04,Canada,Nunavut,0,,0
29415,2020-06-05,Canada,Nunavut,0,,0
29416,2020-06-06,Canada,Nunavut,0,,0
29417,2020-06-07,Canada,Nunavut,0,,0
29418,2020-06-08,Canada,Nunavut,0,,0
29419,2020-06-09,Canada,Nunavut,0,,0
29420,2020-06-10,Canada,Nunavut,0,,0
29421,2020-06-11,Canada,Nunavut,0,,0
29422,2020-06-12,Canada,Nunavut,0,,0
29423,2020-06-13,Canada,Nunavut,0,,0
29424,2020-06-14,Canada,Nunavut,0,,0
29425,2020-06-15,Canada,Nunavut,0,,0
29426,2020-06-16,Canada,Nunavut,0,,0
29427,2020-06-17,Canada,Nunavut,0,,0
29428,2020-06-18,Canada,Nunavut,0,,0
29429,2020-06-19,Canada,Nunavut,0,,0
29430,2020-06-20,Canada,Nunavut,0,,0
29431,2020-06-21,Canada,Nunavut,0,,0
29432,2020-06-22,Canada,Nunavut,0,,0
29433,2020-06-23,Canada,Nunavut,0,,0
29434,2020-06-24,Canada,Nunavut,0,,0
29435,2020-06-25,Canada,Nunavut,0,,0
29436,2020-06-26,Canada,Nunavut,0,,0
29437,2020-06-27,Canada,Nunavut,0,,0
29438,2020-06-28,Canada,Nunavut,0,,0
29439,2020-06-29,Canada,Nunavut,0,,0
29440,2020-06-30,Canada,Nunavut,0,,0
29441,2020-07-01,Canada,Nunavut,0,,0
29442,2020-07-02,Canada,Nunavut,0,,0
29443,2020-07-03,Canada,Nunavut,0,,0
29444,2020-07-04,Canada,Nunavut,0,,0
29445,2020-07-05,Canada,Nunavut,0,,0
29446,2020-07-06,Canada,Nunavut,0,,0
29447,2020-07-07,Canada,Nunavut,0,,0
29448,2020-07-08,Canada,Nunavut,0,,0
29449,2020-07-09,Canada,Nunavut,0,,0
29450,2020-07-10,Canada,Nunavut,0,,0
29451,2020-07-11,Canada,Nunavut,0,,0
29452,2020-07-12,Canada,Nunavut,0,,0
29453,2020-07-13,Canada,Nunavut,0,,0
29454,2020-07-14,Canada,Nunavut,0,,0
29455,2020-07-15,Canada,Nunavut,0,,0
29456,2020-07-16,Canada,Nunavut,0,,0
29457,2020-07-17,Canada,Nunavut,0,,0
29458,2020-07-18,Canada,Nunavut,0,,0
29459,2020-07-19,Canada,Nunavut,0,,0
29460,2020-07-20,Canada,Nunavut,0,,0
29461,2020-07-21,Canada,Nunavut,0,,0
29462,2020-07-22,Canada,Nunavut,0,,0
29463,2020-07-23,Canada,Nunavut,0,,0
29464,2020-07-24,Canada,Nunavut,0,,0
29465,2020-07-25,Canada,Nunavut,0,,0
29466,2020-07-26,Canada,Nunavut,0,,0
29467,2020-07-27,Canada,Nunavut,0,,0
29468,2020-07-28,Canada,Nunavut,0,,0
29469,2020-07-29,Canada,Nunavut,0,,0
29470,2020-07-30,Canada,Nunavut,0,,0
29471,2020-07-31,Canada,Nunavut,0,,0
29472,2020-08-01,Canada,Nunavut,0,,0
29473,2020-08-02,Canada,Nunavut,0,,0
29474,2020-08-03,Canada,Nunavut,0,,0
29475,2020-08-04,Canada,Nunavut,0,,0
29476,2020-08-05,Canada,Nunavut,0,,0
29477,2020-08-06,Canada,Nunavut,0,,0
29478,2020-08-07,Canada,Nunavut,0,,0
29479,2020-08-08,Canada,Nunavut,0,,0
29480,2020-08-09,Canada,Nunavut,0,,0
29481,2020-08-10,Canada,Nunavut,0,,0
29482,2020-08-11,Canada,Nunavut,0,,0
29483,2020-08-12,Canada,Nunavut,0,,0
29484,2020-08-13,Canada,Nunavut,0,,0
29485,2020-08-14,Canada,Nunavut,0,,0
29486,2020-08-15,Canada,Nunavut,0,,0
29487,2020-08-16,Canada,Nunavut,0,,0
29488,2020-08-17,Canada,Nunavut,0,,0
29489,2020-08-18,Canada,Nunavut,0,,0
